% 1. Title: Tweet NLP Database
% 
% 2. Sources:
%      (a) Creator: Y. Kang and Z. Wang
%      (b) Date: Feb, 2016
@RELATION NLP_project

@ATTRIBUTE first_person_pronouns  NUMERIC
@ATTRIBUTE second_person_pronouns  NUMERIC
@ATTRIBUTE third_person_pronouns  NUMERIC
@ATTRIBUTE coordinating_conjunctions  NUMERIC
@ATTRIBUTE past_tense_verbs  NUMERIC
@ATTRIBUTE future_tense_verbs  NUMERIC
@ATTRIBUTE commas  NUMERIC
@ATTRIBUTE colons_and_semicolons  NUMERIC
@ATTRIBUTE dashes  NUMERIC
@ATTRIBUTE parentheses  NUMERIC
@ATTRIBUTE ellipses  NUMERIC
@ATTRIBUTE common_nouns  NUMERIC
@ATTRIBUTE proper_nouns  NUMERIC
@ATTRIBUTE adverbs  NUMERIC
@ATTRIBUTE wh_words  NUMERIC
@ATTRIBUTE modern_slang_acroynms  NUMERIC
@ATTRIBUTE all_upper_case_words  NUMERIC
@ATTRIBUTE avg_sentence_len NUMERIC
@ATTRIBUTE avg_token_len NUMERIC
@ATTRIBUTE n_sentences NUMERIC
@ATTRIBUTE tclass {0, 4}

@DATA 
2,0,1,1,0,0,0,0,0,0,0,4,0,2,0,0,0,8.0,4.13636363636,3,0
3,0,2,1,4,0,1,0,0,0,0,4,0,2,0,0,0,13.5,4.08333333333,2,0
0,1,0,0,0,0,0,0,2,0,0,5,0,1,0,0,0,10.0,5.5,1,0
1,0,0,0,0,0,0,0,0,0,0,3,0,2,0,0,2,13.0,4.15384615385,1,0
0,0,0,1,0,0,0,0,0,0,0,2,1,0,0,0,0,6.0,5.33333333333,1,0
3,0,0,1,1,0,1,0,0,0,0,4,0,0,0,0,0,12.0,3.80952380952,2,0
1,0,0,0,0,0,1,0,0,0,0,3,1,1,0,0,2,6.66666666667,4.6875,3,0
1,3,0,0,0,0,0,0,0,0,2,7,0,1,1,0,2,7.66666666667,4.45,3,0
0,0,1,0,0,0,1,0,0,0,0,1,0,1,0,0,0,5.0,3.71428571429,2,0
1,1,0,0,2,1,0,0,0,0,0,5,2,2,0,0,1,7.75,3.85714285714,4,0
2,0,0,5,0,0,1,0,0,0,2,8,1,0,1,0,1,16.0,3.41935483871,2,0
0,1,0,0,0,0,0,0,0,0,0,3,0,2,1,0,0,7.5,4.69230769231,2,0
1,0,1,0,0,0,0,0,0,0,0,2,0,1,0,0,0,8.0,5.125,1,0
2,0,0,1,0,0,1,0,0,0,0,3,0,2,0,0,1,13.0,3.75,1,0
1,0,0,1,0,0,0,0,0,0,1,2,0,1,0,0,0,13.0,4.92307692308,1,0
1,1,1,0,1,0,0,0,0,0,0,2,0,1,1,0,0,6.0,4.09090909091,2,0
0,0,0,1,0,0,1,0,0,0,0,6,0,0,0,0,1,14.0,2.84615384615,1,0
2,0,1,1,1,1,1,0,0,0,0,1,0,1,2,0,0,19.0,3.83333333333,1,0
1,1,0,1,0,2,0,0,0,0,1,2,0,1,1,0,9,20.0,3.9,1,0
1,1,0,1,0,0,0,0,0,0,0,2,0,2,0,0,0,16.0,3.375,1,0
0,0,1,0,2,0,0,0,0,0,1,1,0,0,0,0,0,6.0,4.83333333333,1,0
1,0,1,0,0,1,2,0,0,0,0,5,0,4,0,0,1,10.0,4.23076923077,3,0
1,0,0,1,0,0,1,0,0,0,0,4,2,1,0,0,0,7.5,4.30769230769,2,0
2,1,0,0,2,0,0,0,0,0,0,5,3,0,0,0,0,18.0,5.16666666667,1,0
0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,5,7.0,5.16666666667,1,0
0,0,0,1,0,0,0,0,0,0,0,2,0,1,0,0,0,12.0,4.27272727273,1,0
1,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,6.0,5.33333333333,1,0
0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,1,5.0,3.8,1,0
2,1,0,2,0,0,0,0,0,0,0,6,0,2,1,0,1,11.0,3.95,2,0
1,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,5.0,5.25,1,0
1,0,0,0,1,0,0,1,0,0,0,6,0,2,0,0,2,6.5,4.76923076923,2,0
0,0,0,0,0,0,2,1,0,0,0,10,0,1,0,0,0,10.0,4.46666666667,2,0
0,1,0,0,2,0,1,0,0,0,0,4,0,1,0,0,0,10.0,4.4375,2,0
1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,4.0,4.33333333333,1,0
1,0,1,0,0,0,1,0,0,0,0,1,0,1,0,0,0,9.0,4.14285714286,1,0
1,0,0,1,1,0,0,0,0,0,0,5,0,3,0,0,0,20.0,4.3,1,0
1,0,0,0,0,0,0,0,2,0,0,2,0,0,0,0,0,5.0,4.6,1,0
1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,5.0,4.2,1,0
1,1,0,1,0,0,0,0,0,0,1,6,0,1,0,0,1,7.5,4.46666666667,2,0
1,0,0,0,1,0,0,0,0,0,0,2,0,1,0,0,1,7.0,3.28571428571,1,0
2,0,0,0,0,0,0,0,0,0,0,4,0,2,0,0,2,7.0,3.77777777778,3,0
1,0,0,0,0,0,0,0,1,0,0,2,0,0,0,0,0,5.0,4.4,1,0
2,0,1,0,2,0,0,0,0,0,0,4,1,0,0,0,1,10.5,4.5,2,0
0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,5.0,5.0,1,0
1,2,0,0,0,0,1,0,0,0,0,2,0,0,1,0,0,9.0,4.06666666667,2,0
0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,10.0,3.44444444444,1,0
1,0,0,0,0,0,0,0,0,0,0,4,0,1,0,0,1,4.5,4.125,2,0
1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,3.0,5.875,4,0
0,0,0,0,1,0,0,1,0,0,0,9,1,2,0,0,0,11.5,4.14285714286,2,0
0,1,0,0,1,0,0,1,0,0,0,3,0,0,1,0,0,7.0,4.0,2,0
0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,5.0,5.4,1,0
2,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,9.0,4.0,1,0
3,0,0,2,0,0,0,0,0,0,0,3,0,2,0,0,0,10.5,3.47368421053,2,0
2,0,3,1,0,0,1,2,0,0,0,4,3,0,0,0,1,14.0,4.5,2,0
2,0,0,1,0,0,0,0,0,0,0,3,0,2,0,0,0,13.0,3.53846153846,1,0
2,1,0,0,0,0,1,0,0,0,0,10,0,0,0,0,0,16.0,3.6,1,0
0,0,1,0,0,0,0,0,0,0,1,1,0,2,0,0,1,4.5,5.11111111111,2,0
1,0,0,1,0,0,0,0,0,0,0,6,0,0,0,0,0,13.0,5.23076923077,1,0
0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,3.0,8.33333333333,1,0
2,0,3,0,0,0,0,0,0,0,1,7,0,1,0,0,1,6.0,5.04761904762,4,0
0,5,0,1,2,0,0,0,0,0,0,5,0,3,0,0,0,13.0,4.28,2,0
1,0,0,0,1,0,0,0,0,0,0,3,0,0,0,0,0,12.0,4.5,1,0
1,0,1,0,1,0,1,0,1,0,0,7,0,2,0,0,0,6.75,3.5,4,0
2,0,0,1,1,0,0,0,0,0,0,4,0,1,0,0,0,6.0,5.36363636364,2,0
1,0,0,0,0,0,1,0,0,0,0,3,0,0,0,0,0,11.0,3.11111111111,1,0
1,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,6.0,5.16666666667,1,0
2,1,0,0,0,0,0,0,0,0,2,5,0,0,0,0,0,20.0,5.0,1,0
1,0,0,0,0,2,0,1,0,0,0,1,0,2,0,0,0,12.0,4.4,1,0
2,0,0,1,0,0,0,0,0,0,1,13,0,1,0,0,1,7.5,4.0,4,0
3,2,0,1,0,0,1,0,0,0,0,5,0,2,0,0,0,13.5,4.125,2,0
0,0,0,0,1,0,0,0,0,0,0,2,0,0,0,0,1,4.0,5.75,1,0
0,0,0,1,1,1,2,0,0,0,1,11,0,1,0,0,1,12.5,4.61904761905,2,0
1,0,0,0,0,0,0,2,0,0,0,8,0,0,0,0,1,8.5,5.5,2,0
2,1,0,1,0,1,0,0,0,0,0,2,0,0,1,0,0,7.0,4.30769230769,2,0
2,0,1,1,2,0,0,0,0,0,1,4,1,1,0,0,0,19.0,4.57894736842,1,0
3,0,0,1,2,0,0,0,0,0,0,6,0,1,0,0,0,26.0,4.04,1,0
0,0,0,1,0,1,0,0,0,0,0,2,2,0,0,0,1,10.0,3.8,1,0
0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,3.75,4.58333333333,4,0
1,0,0,2,0,0,0,1,0,0,1,2,0,1,0,0,1,16.0,3.1875,1,0
0,0,1,0,1,0,0,0,0,0,2,3,0,0,0,0,1,9.0,4.77777777778,1,0
0,0,0,1,0,1,1,0,0,0,0,7,0,3,0,0,0,22.0,3.65,1,0
0,0,0,1,0,0,1,0,3,0,0,4,0,0,0,0,2,17.0,3.86666666667,1,0
1,0,2,2,0,0,0,0,0,0,0,4,0,3,0,0,0,11.5,4.40909090909,2,0
0,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,5.0,5.2,1,0
0,0,1,1,0,0,0,0,0,0,0,3,1,1,0,0,0,4.33333333333,4.36363636364,3,0
2,0,0,0,0,0,0,0,0,0,0,3,0,1,0,0,0,7.5,4.14285714286,2,0
1,0,0,0,0,0,1,0,0,0,0,5,0,0,0,0,0,3.66666666667,3.25,3,0
0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,1,4.0,4.125,2,0
1,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,5.0,4.44444444444,2,0
2,0,0,0,0,0,0,0,0,0,1,3,0,0,0,0,1,10.0,3.6,1,0
3,1,2,1,0,0,0,0,0,0,0,6,0,1,1,0,1,9.33333333333,4.0,3,0
1,0,3,1,1,0,1,0,0,0,0,7,1,1,0,0,1,14.5,3.92857142857,2,0
0,0,0,0,1,0,0,0,0,0,0,6,0,3,0,0,0,6.33333333333,4.9375,3,0
2,3,1,1,1,0,1,2,1,2,0,4,0,0,0,0,0,20.0,3.29411764706,1,0
0,0,0,0,0,0,1,0,0,0,0,2,4,1,0,0,0,16.0,4.35714285714,1,0
1,0,0,1,0,1,0,0,0,0,0,4,0,1,0,0,0,9.5,3.05882352941,2,0
1,0,0,0,0,0,0,0,0,0,0,3,2,1,0,0,1,9.0,4.88888888889,1,0
0,0,0,0,0,0,0,0,0,0,1,4,0,0,0,0,1,6.0,5.5,1,0
1,0,0,0,1,0,0,0,1,0,0,1,0,2,0,0,0,8.0,2.83333333333,1,0
2,0,1,1,3,2,0,0,0,0,1,6,0,4,0,0,2,26.0,3.53846153846,1,0
3,0,0,0,0,0,1,0,0,0,0,6,0,0,0,0,0,13.5,3.75,2,0
1,0,0,1,1,0,1,0,0,0,0,1,0,0,0,0,0,14.0,4.30769230769,1,0
0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,1,10.0,4.2,1,0
3,0,0,2,2,0,0,0,0,0,0,7,0,0,1,0,5,11.5,3.61904761905,2,0
2,0,0,0,1,0,0,2,0,0,0,7,0,1,0,0,0,11.5,5.1,2,0
0,0,0,0,1,0,0,0,0,0,0,2,0,2,0,0,0,12.0,4.18181818182,1,0
1,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,3,4.0,3.625,2,0
1,1,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,4.0,4.57142857143,2,0
0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,11.0,4.18181818182,1,0
2,0,0,1,0,0,0,0,0,0,0,7,0,3,0,0,0,8.33333333333,4.18181818182,3,0
2,0,0,0,0,0,0,0,0,0,0,3,0,1,0,0,0,16.0,4.125,1,0
0,0,1,0,0,0,0,0,0,0,0,2,0,2,1,0,0,10.0,4.44444444444,1,0
2,0,0,0,0,0,0,0,0,0,0,2,0,2,1,0,0,10.0,3.2,1,0
1,0,0,0,0,0,0,0,0,0,0,5,1,1,0,0,1,13.0,3.25,1,0
0,0,0,1,0,0,0,0,1,0,1,4,0,0,0,0,0,12.0,4.66666666667,1,0
2,0,0,0,0,1,0,0,0,0,0,2,0,1,0,0,0,10.0,3.55555555556,1,0
1,0,0,0,1,0,0,0,0,0,0,5,2,2,0,0,0,4.0,5.0,7,0
2,0,0,0,0,0,0,0,0,0,1,3,0,0,0,0,0,10.0,4.7,1,0
0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,3.0,4.2,2,0
1,0,0,0,1,0,0,0,2,0,0,5,0,3,0,0,1,4.0,4.53846153846,4,0
3,0,0,0,0,0,1,0,0,0,0,2,0,0,0,0,0,12.0,3.0,1,0
1,0,0,2,0,0,0,0,0,0,0,4,0,1,0,0,0,8.5,4.13333333333,2,0
1,1,0,0,0,0,0,0,0,0,1,4,0,0,1,0,4,4.0,4.54545454545,3,0
0,0,0,0,0,0,0,0,0,0,0,3,0,1,0,0,0,9.0,5.71428571429,1,0
2,0,3,0,0,0,0,0,0,0,1,6,0,1,0,0,1,8.33333333333,4.20833333333,3,0
1,0,0,0,0,0,0,0,0,0,0,3,0,1,0,0,0,7.0,3.28571428571,1,0
3,0,1,1,1,0,0,0,0,0,0,5,0,1,0,0,0,11.5,3.2380952381,2,0
1,0,1,0,0,0,0,0,0,0,0,6,1,2,0,0,0,10.0,5.44444444444,2,0
1,0,0,0,0,0,1,0,0,0,1,5,0,0,0,0,0,22.0,4.52380952381,1,0
1,1,0,0,1,0,0,0,0,0,0,2,0,2,0,0,0,4.66666666667,4.81818181818,3,0
2,0,2,2,0,0,1,0,0,0,0,8,0,1,0,0,1,6.75,3.69565217391,4,0
1,0,0,0,0,0,0,0,0,0,1,0,0,2,0,0,1,8.0,2.875,1,0
0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,2.0,4.33333333333,2,0
1,0,2,0,2,0,0,0,0,0,0,5,0,5,0,0,0,8.33333333333,4.86363636364,3,0
0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,8.0,5.46666666667,2,0
0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,8.0,5.46666666667,2,0
1,0,2,0,0,0,0,0,0,2,0,4,0,2,0,0,0,25.0,4.42857142857,1,0
0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,8.0,5.46666666667,2,0
0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2.0,7.0,1,0
0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,8.0,5.46666666667,2,0
0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,8.0,5.46666666667,2,0
0,0,2,0,2,0,0,0,0,0,0,3,1,0,0,0,0,7.0,4.25,2,0
0,0,1,0,1,0,0,0,0,0,0,2,0,0,0,0,0,8.0,4.125,1,0
0,0,0,0,1,0,0,0,0,0,0,2,0,0,0,0,0,5.0,6.0,1,0
2,0,1,0,0,1,0,0,0,0,0,1,0,2,1,0,0,17.0,3.41176470588,1,0
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.0,6.5,1,0
1,0,0,1,0,0,0,0,0,0,0,6,1,5,0,0,1,14.0,3.85185185185,2,0
2,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,10.0,3.4,1,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.0,4.5,1,0
1,0,0,0,0,0,0,0,0,0,6,4,0,1,0,0,2,9.5,5.61111111111,2,0
0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,1,3.0,8.66666666667,1,0
1,1,1,0,0,0,0,0,0,0,0,3,0,1,0,0,0,5.5,4.0,2,0
0,0,1,0,0,0,0,0,0,0,0,0,0,2,0,0,0,6.0,4.0,1,0
0,0,0,0,0,0,0,0,0,0,0,3,0,2,0,0,0,7.0,4.57142857143,1,0
0,0,0,0,0,0,1,2,0,0,0,4,1,1,0,0,0,10.0,5.13333333333,2,0
1,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,5.0,3.6,1,0
0,0,2,0,0,0,0,0,0,0,0,6,0,2,1,0,2,13.0,3.88461538462,2,0
1,0,0,1,1,0,0,0,0,0,0,4,0,1,0,0,1,15.0,3.46666666667,1,0
1,0,0,0,2,0,0,0,0,0,0,7,0,3,0,0,3,6.25,3.64,4,0
2,0,1,0,0,0,0,0,0,0,0,5,0,0,0,0,1,3.83333333333,4.5,6,0
2,2,0,1,1,0,0,0,0,0,0,4,0,3,1,0,1,7.66666666667,3.61904761905,3,0
0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,4.0,5.25,1,0
0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,3.0,5.0,1,0
1,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,7.0,4.71428571429,1,0
3,0,0,1,0,0,1,4,0,0,0,9,0,2,0,0,0,10.3333333333,4.39285714286,3,0
1,0,0,1,1,0,1,0,0,0,0,3,1,0,0,0,0,23.0,3.66666666667,1,0
2,0,1,0,0,0,0,2,0,0,0,7,0,2,0,0,0,23.0,3.57142857143,1,0
0,0,0,1,0,1,0,0,0,0,1,4,1,0,0,0,1,16.0,3.6875,1,0
0,0,1,2,0,0,0,0,0,0,0,5,0,1,0,0,0,12.0,5.75,1,0
1,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,6.0,3.4,1,0
1,0,1,1,0,0,0,0,0,0,0,5,0,1,0,0,0,10.5,3.8,2,0
1,1,3,1,1,0,0,0,1,0,0,10,1,1,1,0,25,4.57142857143,3.67857142857,7,0
0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,4.0,5.5,1,0
1,0,2,0,0,0,1,1,0,0,1,3,0,1,0,0,0,15.0,5.28571428571,1,0
3,0,0,0,1,0,0,0,0,0,0,2,0,0,0,0,0,8.0,4.42857142857,1,0
0,0,0,0,0,0,0,0,0,0,0,2,0,2,0,0,0,7.0,5.85714285714,1,0
2,0,0,0,0,0,0,0,0,0,0,5,0,4,0,0,0,7.0,4.26315789474,3,0
1,0,1,0,0,1,0,0,1,0,0,9,2,1,1,0,4,5.8,4.04,5,4
0,3,3,0,0,0,0,0,0,0,0,5,0,2,0,0,0,11.0,4.35,2,4
1,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,5.0,4.22222222222,2,4
1,0,0,1,0,0,0,1,0,0,0,6,1,0,0,0,0,7.5,4.61538461538,2,4
2,0,0,0,0,0,1,1,0,0,0,5,0,1,1,0,0,5.66666666667,4.35714285714,3,4
0,1,0,1,0,0,1,0,0,0,0,3,0,1,0,0,0,13.0,4.45454545455,1,4
0,0,2,1,0,0,0,0,0,0,0,4,0,2,0,0,0,19.0,3.89473684211,1,4
0,0,0,0,1,0,0,0,0,0,0,2,1,1,0,0,0,9.0,5.11111111111,1,4
1,0,0,1,2,0,2,0,0,0,0,6,0,2,0,0,0,11.5,3.73684210526,2,4
2,0,3,3,2,0,1,0,0,2,0,7,1,2,0,0,0,32.0,3.35483870968,1,4
1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,6.0,5.2,1,4
0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,7.0,5.85714285714,1,4
1,1,1,1,0,0,0,0,0,0,0,5,1,2,0,0,1,9.5,3.78947368421,2,4
2,0,0,0,3,0,0,0,0,0,2,3,1,1,0,0,1,12.0,4.65217391304,2,4
0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,6.0,3.16666666667,1,4
4,0,2,1,0,0,0,0,0,2,0,6,0,3,0,0,3,10.0,3.71428571429,3,4
1,0,0,2,0,0,0,0,0,0,0,7,0,0,0,0,0,10.0,3.94736842105,2,4
0,1,0,0,0,1,0,0,0,0,0,3,1,0,0,0,1,14.0,3.92307692308,1,4
1,2,1,3,0,0,2,0,0,0,0,6,0,1,0,0,0,28.0,4.15384615385,1,4
0,0,0,0,0,0,0,0,0,0,0,4,0,1,0,0,0,4.66666666667,4.83333333333,3,4
1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,7.0,3.5,1,4
0,0,1,0,0,0,0,0,0,0,0,5,0,2,0,0,0,9.5,3.22222222222,2,4
0,0,1,1,0,0,0,0,1,0,0,3,0,0,0,0,0,6.5,3.5,2,4
1,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,4.5,5.125,2,4
1,0,0,1,0,0,2,0,0,0,0,4,0,0,0,0,0,10.0,5.875,1,4
1,0,1,1,1,0,0,0,0,0,0,3,0,3,0,0,0,15.0,3.4,1,4
1,0,1,1,0,0,2,0,0,0,0,5,1,3,0,0,0,11.5,3.95,2,4
2,0,0,0,0,0,0,1,0,0,1,6,2,3,0,0,1,10.3333333333,3.86206896552,3,4
0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,5.0,6.0,1,4
2,0,0,2,3,0,2,1,0,0,1,6,0,0,0,0,0,11.0,4.2,2,4
0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,5.0,6.4,1,4
0,0,0,1,0,0,1,0,0,0,0,5,0,0,0,0,0,9.0,4.625,2,4
0,0,0,2,0,0,0,0,0,2,0,8,3,3,0,0,1,7.25,3.85185185185,4,4
0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1.0,15.0,1,4
3,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,16.0,3.6875,1,4
0,0,0,1,0,0,0,0,0,0,0,5,0,0,0,0,0,12.0,4.0,1,4
1,0,1,0,0,0,0,0,1,0,3,8,0,0,0,0,3,6.33333333333,5.57894736842,3,4
1,0,0,0,1,0,0,0,0,0,0,3,0,0,0,0,0,6.5,4.72727272727,2,4
0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,3.0,5.71428571429,3,4
1,0,2,1,0,1,1,1,0,0,0,7,1,1,0,0,0,15.0,3.85185185185,2,4
0,0,0,0,0,0,1,0,0,0,0,4,0,2,0,0,0,5.5,4.88888888889,2,4
1,1,0,0,0,0,1,0,0,0,0,4,0,0,0,0,0,8.0,4.35714285714,2,4
0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3.0,5.0,1,4
0,0,0,2,0,0,0,1,0,0,0,8,0,0,0,0,1,8.0,5.25,2,4
0,0,0,1,0,0,0,0,0,0,0,4,0,0,0,0,0,8.0,4.71428571429,1,4
1,0,0,0,0,0,0,0,1,0,0,3,0,0,0,0,0,3.33333333333,4.42857142857,3,4
1,0,1,0,0,0,0,0,0,0,0,3,0,1,0,0,1,5.0,3.75,2,4
0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,6.0,3.83333333333,1,4
0,0,0,1,0,0,1,0,0,0,1,5,0,2,0,0,1,9.0,5.23529411765,2,4
0,0,0,0,0,0,0,0,0,0,1,3,0,0,0,0,1,6.0,5.0,1,4
1,0,0,1,0,0,0,0,0,0,0,4,1,4,0,0,0,15.0,4.26666666667,1,4
0,0,1,3,0,0,0,2,0,2,1,6,0,3,0,0,3,6.66666666667,5.95,3,4
0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,11.0,9.81818181818,1,4
2,0,0,0,0,0,1,0,0,0,0,4,0,1,0,0,1,9.0,4.06666666667,2,4
1,0,0,1,0,0,0,2,0,0,0,3,0,0,0,0,1,8.0,4.5,1,4
1,1,0,1,2,0,1,1,0,0,0,6,0,0,0,0,3,7.33333333333,4.16666666667,3,4
3,0,0,0,1,0,0,0,0,0,0,7,0,1,0,0,1,7.33333333333,4.1,3,4
0,0,1,1,0,0,0,2,1,0,0,3,0,0,0,0,0,7.0,5.23076923077,2,4
0,0,1,0,0,0,0,0,0,0,1,1,1,0,0,0,2,6.0,3.16666666667,1,4
0,0,1,1,0,0,0,0,0,0,0,3,0,1,0,0,0,12.0,5.18181818182,1,4
1,0,0,1,1,0,0,0,0,0,0,5,0,1,0,0,0,13.0,5.33333333333,1,4
0,1,0,0,0,0,0,0,0,2,0,1,0,1,0,0,0,16.0,4.0,1,4
1,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,5.0,5.6,1,4
2,0,0,0,0,0,1,1,0,0,1,5,0,1,0,0,0,18.0,4.2,1,4
0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,8.0,3.42857142857,1,4
0,0,1,1,1,0,0,0,0,0,0,7,0,1,0,0,0,5.5,4.47368421053,4,4
0,0,0,0,0,0,1,0,0,0,0,2,1,0,1,0,0,11.0,3.7,1,4
0,1,1,0,0,2,0,0,0,0,0,2,0,1,0,0,0,14.0,4.61538461538,1,4
2,1,0,0,0,1,0,0,0,0,1,5,2,1,0,0,2,10.5,4.05263157895,2,4
1,1,0,0,0,0,0,0,0,0,0,4,0,0,0,0,1,9.0,5.0,1,4
1,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,11.0,4.4,1,4
0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2.0,7.0,1,4
2,0,0,0,0,0,1,0,0,2,0,8,1,2,0,0,0,14.0,4.32,2,4
0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,6.0,5.66666666667,1,4
0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,2.0,10.5,1,4
0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,9.0,3.66666666667,1,4
2,0,1,0,0,0,0,0,0,0,0,3,0,1,0,0,0,6.0,3.72727272727,2,4
1,0,0,0,0,0,0,0,0,0,0,9,0,3,0,0,0,9.66666666667,3.76923076923,3,4
0,1,1,0,0,0,1,0,0,0,0,2,0,2,0,0,0,6.5,3.3,2,4
0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,7.0,5.14285714286,1,4
0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,2.5,5.5,2,4
1,0,0,1,0,0,0,0,1,0,0,4,0,0,0,0,0,11.0,4.6,1,4
0,0,0,1,0,0,0,0,0,2,0,5,0,0,0,0,0,6.66666666667,5.88235294118,3,4
1,0,0,0,0,0,0,0,0,0,0,3,1,2,1,0,1,6.33333333333,4.0625,3,4
0,0,0,2,0,0,1,0,0,0,0,3,0,0,0,0,0,7.5,5.25,2,4
1,0,0,1,0,0,2,0,0,0,0,5,0,2,0,0,0,15.0,4.46153846154,1,4
0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,5.0,5.8,1,4
0,0,0,1,2,0,0,0,2,0,0,6,0,1,0,0,0,12.0,4.41666666667,1,4
3,0,0,0,2,0,3,0,0,0,0,7,0,3,0,0,2,7.75,4.12,4,4
1,0,0,0,0,0,0,0,1,0,0,3,0,0,0,0,0,5.0,5.25,1,4
0,0,1,0,0,1,0,0,0,0,0,4,0,0,0,0,0,15.0,4.26666666667,1,4
0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,3.0,6.0,1,4
0,1,0,0,0,0,0,0,0,0,0,4,0,0,1,0,0,11.0,4.36363636364,1,4
0,0,0,0,0,0,0,1,1,0,0,5,0,1,0,0,1,11.0,3.9,1,4
0,1,2,1,0,0,0,0,0,0,0,2,0,2,0,0,0,20.0,3.52631578947,1,4
1,1,0,0,0,0,1,0,0,2,1,5,1,3,1,0,1,13.0,4.04,2,4
0,0,1,1,0,0,1,0,0,0,0,8,0,1,0,0,0,11.5,3.42857142857,2,4
0,0,0,0,0,0,0,0,0,0,0,4,0,1,0,0,1,6.5,4.75,2,4
0,0,1,0,0,0,0,0,0,0,0,4,0,2,0,0,0,9.0,5.22222222222,1,4
0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,4.0,6.0,1,4
1,0,0,1,0,0,0,0,0,0,0,3,0,2,0,0,0,10.0,4.4,1,4
1,1,1,1,0,0,1,1,0,0,0,4,3,2,0,0,1,13.5,4.26086956522,2,4
